case-name,cpu,duration,frame,git-branch,git-commit,git-datetime,git-timestamp,machine,nodename,test-name,test-size,uuid
03_bc,1,1.336674612,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,800,f1fc3e3222f740d58761e45f8f8841ca
02_sources,1,5.302895232,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,2148,34899cede78d4560ab6a83e22fb87f0d
01_sources_small,1,0.634081423,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,40,31c6e531700f4d479dcf12255f62e988
02_fv_dp_sorp_vtk,1,3.210113132,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,724,e5b2302cdb9c4005a7db9c3b42349ef8
04_y_branch,1,1.811000213,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,198,7adb1cc003a64d579162756adab42b8c
03_fv_dp_sorp_small,1,0.946195593,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,124,c78c494154dd4a9e806246170817c447
01_fv_dp_sorp_gmsh,1,2.891731063,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,724,6c5df0baa2354e869fe528f901788408
04_unsteady_flow,1,61.758711791,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,968,466deca387dd4ebbafa9222e816abb85
02_bc,1,1.44862577,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,1080,ed9f3eadacb843f28e4fa88a9c939410
03_bc_short_pulse,1,0.807203099,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,250,5795e0e52ddd4860b69ebc3e8094dcbf
01_fv_dp_sorp_small,1,1.180339577,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,124,1a23a93972d2471a9e9331bf4ce08623
01_sources,1,10.167053034,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,24_solute_dg,2148,f73d435e982148d2b384f8285cc22658
02_aniso_diff,1,5.216297818,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,24_solute_dg,942,dd0d36c9510c474aa343a78146254b52
04_diff_flux,1,2.882348851,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,1f3c8697e1b04b74aee724ab38009c61
01_inflow,1,2.761256838,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,5e19283c6c8a46038c55deba1d36fe1b
03_total_flux,1,2.793755078,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,acd544bc5f1443d980055dd2289ad0e6
02_dirichlet,1,2.794318797,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,1943df93b6da4040841a2a91d31a8285
03_dg_dp_sorp_small,1,1.746794774,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,124,ae9f7455c43e42708ab7c524ea468270
02_dg_dp,1,4.140225425,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,724,68a6c0ee59f748b984b92b768cc6aa6e
04_y_branch,1,1.983142478,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,198,29421f3d38e94fc7a063768c62f33736
01_vtk,1,2.700516058,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,724,361ac0ec8051412db38ac78db4ffb11e
05_diffusion_fracture,1,0.94712773,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,67,15ce72a86c7d4659811409ae3bea76b3
05_unsteady_flow,1,16.363904529,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,800,3559fa3f1b764f1eac147c129499c9fa
01_frac_gmsh,1,4.326303059,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,724,1f41eb53197f4dff8c8b5f3ff9e312ad
04_bc_short_pulse,1,3.393828373,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,1312,a1e3578020a04ca09e991d696603f2be
03_bc,1,3.772988202,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,1080,24a148901cca4d3b8c2b4606a6d63614
02_dg_dp_sorp_small,1,2.249284733,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,124,7f63af5f64334f2682e899aaf03dd817
06_sources,1,11.48026879,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,2148,2fc48c31d8254f6e9324d954f958f0a8
09_linear_var,1,10.636011533,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,d38a6cec1c5c471ab9f7824cf7e7bf04
03_flow_trans_sorp,1,6.350640027,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,268c8d8837a24a14ba5e65b7a1b90ac4
06_linear,1,5.0416847,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,fc00dec91e384ea38e5c62a85f2bcdba
01_simple,1,0.601833557,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,11,0a0e0bb26e3a4b338b8d7c35a1d8ce86
04_langmuir,1,4.9630934,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,bb3c2c96dd0a4298b4c47d1fac3aa13d
10_linear_dg,1,9.352738144,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,9576155e9c3742289038ad1d565825d7
02_source,1,0.674106445,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,11,49573a753ceb4320b4903187dc581479
08_freundlich_var,1,16.363027605,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,c1fcffbc2f62493294408a9e6a8a90f5
07_langmuir_var,1,11.30646497,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,d158a47f17d747a0afb806297eb29807
05_freundlich,1,5.053270886,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,de4f7726ede84fd7a7b28f630b3f8e99
02_time,1,0.701519088,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,c1b96f84f08a4544b024b4858ccbeb4a
01,1,0.677576485,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,c47b9dcd66a241efbcadc075aa55d9c7
06_cfl,1,0.590231847,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,f02b309c95ad42bc9a633a4b327a02a1
04_sorp,1,0.701739486,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,ac3a4270cb2d4fc3ab715feb821fc185
05_sorp_reaction,1,0.652871583,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,469e7654023f49d8b178ca602fd0c511
03_reaction,1,0.605562993,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,7189c16364fa4dfebb4f27b1b007cba6
01_3el,1,0.912658733,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,bad497f5c6c149918cef9384c512f943
03_3el_molar_mass,1,0.728802434,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,c9c99014645e4381901d377495400ad6
02_3el_cfl,1,0.604909111,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,0075ea5af14a4d36bf07de59f1e57ffb
04_3el_chain,1,0.832940363,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,93b780e3272740798f249b1fc8fe06bf
03_3el_cfl,1,0.618153046,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,33_reaction,3,e35a8547380a481f9ff392594b333b7f
02_3el_6subst,1,0.866648847,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,33_reaction,3,2f20ce4f61624cb5aed58fe134aff202
01_3el_long,1,0.933783087,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,33_reaction,3,f2386f53be0e4f729f03ade47257a4e3
02_fast_frac_flow_slow_diff,1,8.188824465,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,34_sorption_dg,390,77e3d0d8b957491c9baa2415d44d26b0
01_frac,1,4.033578162,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,34_sorption_dg,724,8e2da2a80b524a648aa36a9ee40020ca
01_flow_heat,1,4.516366669,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,1271,b6b6b9bb34a544489ff4df8078d607e2
03_dif_por,1,7.10119651,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,1054,dd21c0847b9c43f4b20bbc8ee86915b0
02_flow_transport_heat,1,3.969287678,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,1271,fd2c1d8bf4564311b0916cfa50538368
04_dif_por_2d,1,16.425302878,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,2718,c7a041ab05b1488b8940df1ed4c5f247
05_unsteady_LMH_exact,1,29.127766231,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,e48b583cacdf49b7b5a1c48b7ec6ba02
04_source_LMH,1,2.668985531,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,4016,3beec20c7a084abb90dadb81926d6a8e
06_unsteady_MH_exact,1,6.015198205,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,6338593fcb56477eb4e06001f27f0b31
07_unsteady_init_piezo,1,3.556700587,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,1054,2dcc406717df4987a24fc17e6801e1d9
01_source,1,2.117636751,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,4016,47ecc8ad17684efabc02d73ea6120381
08_gravity,1,2.087178545,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,4016,f3b7ac03fc4b4f9c84645cfbab25581d
02_unsteady,1,3.25707207,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,513c1a5d79b945ed84bfc3e2288c8df6
03_unsteady_LMH,1,14.665756342,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,48bd6ec7851440baa712729d362f1998
06_river_square,1,1.247019699,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1054,143c15d8ce15419dabda7a9a3264c8ea
09_seepage_stagnation,1,1.585212487,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1054,948c662f1e684f9d82085995b469155f
03_robin,1,0.968371521,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,15281dbb9b0a4ec393c6d07b9d1f8496
05_seepage,1,2.251515369,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1054,f07f66a9e1864670bc15939022cc5efd
01_dirichlet,1,0.850992512,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,a9c3c5795f6d41928352f2bc45516279
10_dirichlet_LMH,1,1.007133171,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,f4d21f849cca45808fba98df1fc844cf
07_river_slope,1,1.24455644,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1350,eb45b552460a4abbbb0bd24413d09365
02_neumann,1,0.827763289,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,f5b1789a87414eb79fdd824fcdfa7dea
04_total_flux,1,0.83890846,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,67474414b5d4441ba221aa39a2c5b2dd
04_bddc,1,1.263843551,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,66bbca8ce57541de9195fe78687cdaac
03_piezo,1,1.16365499,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,fc277e8aa91e4c138abc99510bc9760d
01_gmsh,1,1.140277642,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,885056bff23048e0ae35a63f03d5dca4
10_exact_2d_cc,1,0.85884823,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,1052,d8edf1b7519f42eb8cd40d3839f2be91
01_square,1,1.546400598,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,13_darcy_time,942,e6299ecf8306448caeace632dc4477fa
02_unsteady_MH_time_dep,1,0.850717877,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,13_darcy_time,20,3871fb17a2924f6f94682c1744b88192
03_1d_horizontal,1,13.649386465,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,200,03520a62dbbc44259322554e49a4492f
04_2d_horizontal,1,11.135573665,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,356,136c2fe474d04f6890d2db49839e4d0b
01_1d,1,11.634416503,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,250,0b0b0654b0d34a3f9ed6bf7e60e75ed3
02_1d_dirichlet,1,11.538669646,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,250,a5ef240a4c9a4169aede38cd82c49040
01_sources_small,1,0.669992449,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,40,68214f7f8ba141ecb12f92476a15f814
03_bc,1,1.260271748,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,800,de76692d75c4454bbed0633f654d293f
02_sources,1,5.60033166,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,2148,f183bdff4f2a407188cf9d701763a589
02_fv_dp_sorp_vtk,1,3.397478762,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,724,cbd9c0c937894b3fa5bc9fde01da5b9f
04_y_branch,1,1.951309285,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,198,bb00add9e08049d7bacb6843ca35ff99
01_fv_dp_sorp_gmsh,1,2.949855318,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,724,2e29cc4a764e46e89e3e91727e722600
03_fv_dp_sorp_small,1,0.995985497,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,124,a1db47abfe124b1281a8257a58126737
04_unsteady_flow,1,63.039927515,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,968,8e1fbda0eb0f428cb0eba823a3b19e55
01_fv_dp_sorp_small,1,1.197684171,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,124,34ce8aec310340b8b9a03b7128476096
02_bc,1,1.374984556,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,1080,2c1957acb3f041039457a8f9a4678191
03_bc_short_pulse,1,0.782334785,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,250,5aa715a669154045b752d663a084af54
02_aniso_diff,1,5.425207982,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,24_solute_dg,942,494023fdc0ae45ce81560b82cbf04dac
01_sources,1,10.13527014,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,24_solute_dg,2148,a952b44dba97484b8765539dd3be141b
04_diff_flux,1,2.875576215,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,a7a38eb22c1a4270add313e7c369547f
02_dirichlet,1,2.817355368,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,0f0e824907144be09d1059fde4221522
03_total_flux,1,2.925115608,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,ea3a8a48dc984d6a8c525259db343c41
01_inflow,1,2.742649054,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,e143888879f746c79b61a112271639f2
02_dg_dp,1,4.415234152,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,724,af4e1027c55a4e0cbfb3088550f3e860
01_vtk,1,2.913193763,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,724,d28af95abee046ba95419299ff7a07e6
05_diffusion_fracture,1,0.950696719,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,67,77cfde843fe7405db164fc1211d00afd
04_y_branch,1,1.986346683,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,198,721840e4f147495d935d1c74ec372bac
03_dg_dp_sorp_small,1,1.631401569,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,124,1ac199cc6caf4dcc8cbacbf8b14e49d2
03_bc,1,3.840280622,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,1080,766c2ff9455944079b1dffd727107351
04_bc_short_pulse,1,3.509051158,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,1312,147b7d25272445bab93b2d7f84ee6d67
05_unsteady_flow,1,16.676013766,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,800,1920cd54cf9f4052a64245d987dc23c7
02_dg_dp_sorp_small,1,2.465686871,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,124,7934f6c0a72d4418ba8b12ab5c0f02ce
01_frac_gmsh,1,4.358883625,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,724,07b433e79710494db90e518c10393490
06_sources,1,11.772025254,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,2148,5c17286c0dd544b2821c27555b05f316
07_langmuir_var,1,11.639199412,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,9de77c4a1e5e4dc88c762f03c4e8ed55
10_linear_dg,1,9.595453214,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,aea32fa9d80d472ba101c53c09614188
